ASTEROIDIEN RATAELEMENTTEJA (kts triad_read.pro)
NUMBER   A    E   sinI    WBAR   NODE
  1079     2.68900    0.0900    0.2470       72.60      326.00
  1080     3.16700    0.2450    0.2000        5.40       20.90
  1081     2.89800    0.0470    0.0370      292.60      290.00
  1082     3.24300    0.0500    0.3710      251.40      204.40
  1083     3.06600    0.0620    0.2880      325.70      220.90
  1084     1.93400    0.0730    0.3600      323.40      271.40
  1085     2.63000    0.3190    0.1190       49.50      136.80
  1086     3.01300    0.0690    0.1710      323.80      119.40
  1087     2.59700    0.1540    0.2450      185.70      323.10
  1088     3.19100    0.1250    0.1030      120.80      113.80
  1089     2.42800    0.1630    0.4680      297.00      231.30
  1090     3.21000    0.1340    0.0950      251.00      272.40
  1091     2.21800    0.1730    0.1220      314.90      242.60
  1092     2.99400    0.0620    0.0520        2.90      145.90
  1093     3.02100    0.0650    0.1770       39.00      300.80
  1094     3.11300    0.1280    0.2490      106.60      324.00
  1095     3.09200    0.0490    0.1900       61.00      202.20
  1096     3.10100    0.1640    0.2690      131.30       68.80
  1097     2.92500    0.1840    0.3210       92.40      354.10
  1098     2.24800    0.1610    0.0740      285.50      158.80
  1099     3.21000    0.0370    0.2570      253.30      316.60
  1100     2.61200    0.1420    0.1250      272.30       51.00
  1101     2.21600    0.1210    0.0730       35.10      167.40
  1102     2.54600    0.1390    0.1140       58.30      348.00
  1103     2.60500    0.2360    0.0680       36.20       57.20
  1104     2.22500    0.1400    0.1010       57.30       82.70
  1105     2.92700    0.0440    0.1320      228.90       14.10
  1106     3.14700    0.2240    0.0320      114.20       95.10
  1107     2.27200    0.1950    0.1160      141.70      355.40
  1108     2.59400    0.2230    0.2650       62.00      133.40
  1109     2.78900    0.0470    0.0120      243.90      338.90
  1110     3.02200    0.0590    0.1700       68.90      271.40
  1111     2.22900    0.1460    0.0500      326.00      226.30
  1112     2.22900    0.2340    0.0450      350.00      104.50
  1113     2.68600    0.2420    0.1400      294.40       22.00
  1114     2.18600    0.1380    0.0830       20.20       59.10
  1115     2.68400    0.4110    0.2790      337.60       12.50
  1116     2.66600    0.1080    0.0860        5.10      338.70
  1117     2.56500    0.2140    0.1690      357.70      218.90
  1118     2.42400    0.0580    0.0600      357.20       76.40
  1119     3.14600    0.0630    0.2640       51.20      284.20
  1120     1.94700    0.2200    0.2450       55.30      202.30
  1121     2.77200    0.0780    0.2280       36.80       71.30
  1122     2.27100    0.1320    0.0650       33.80      111.40
  1123     3.17900    0.1200    0.0260      223.80      172.80
  1124     3.75500    0.0470    0.1590       12.20      165.70
  1125     2.42400    0.1240    0.1160      233.50      338.90
  1126     3.04700    0.2070    0.3270      258.00      212.70
  1127     2.27100    0.2080    0.0820      267.70      264.10
  1128     3.01600    0.0890    0.1750      304.80      151.40
  1129     2.89800    0.0630    0.2240       29.60      263.50
  1130     2.19100    0.1470    0.0520      350.30      216.60
  1131     2.40600    0.2280    0.1390      347.80      233.80
  1132     2.42700    0.0790    0.0970      180.20      323.00
  1133     2.19600    0.1090    0.0660      295.60      273.10
  1134     3.39900    0.0670    0.0590      239.90       78.80
  1135     2.46200    0.1880    0.1070      219.50       29.60
  1136     2.26000    0.0880    0.0130      149.40      107.30
  1137     3.19500    0.1180    0.1840      269.20      333.60
  1138     2.56400    0.0870    0.2660       72.20      340.70
  1139     2.38000    0.0310    0.2260      201.50      344.40
  1140     2.56000    0.0780    0.2560       20.70        0.10
  1141     3.16400    0.0590    0.1460       22.60       70.00
  1142     3.21500    0.0220    0.1380      301.80      132.60
  1143     2.30600    0.1920    0.4260      148.40      160.40
  1144     3.13000    0.1620    0.2510      285.70      209.40
  1146     3.41300    0.0730    0.1140      248.10      234.30
  1147     2.55100    0.1610    0.2420      342.90      223.70
  1148     2.31800    0.1600    0.0860       86.80      256.90
  1149     2.32600    0.2120    0.4090       53.90      354.80
  1150     3.16700    0.1760    0.0390       56.20      138.30
  1151     3.02200    0.0790    0.1780      346.70      355.10
  1152     3.21500    0.0250    0.2970      269.20      240.10
  1153     2.69200    0.1420    0.1360       79.00      274.10
  1154     3.35000    0.0370    0.2780      146.50      255.40
  1155     2.68000    0.2030    0.1190      160.60      180.10
  1156     2.61700    0.1880    0.1600      228.70      357.70
  1157     2.66400    0.1870    0.1170       64.20      265.20
  1158     2.25900    0.1100    0.1660       73.10      332.00
  1159     2.38300    0.1580    0.0480      207.80      354.10
  1160     2.66800    0.0490    0.2000      275.40      350.80
  1161     2.23700    0.1240    0.0880       97.30       71.90
  1162     3.02100    0.0710    0.1790      326.30       38.60
  1163     2.64000    0.1770    0.2170       49.40      322.90
  1164     2.19100    0.1400    0.0790       28.80      358.10
  1165     2.93100    0.0650    0.1940       14.10      276.00
  1166     2.43200    0.1270    0.0510       83.40        8.80
  1167     2.89300    0.0820    0.3080      164.10      136.40
  1168     2.36500    0.2240    0.4220      146.40        5.00
  1169     2.64600    0.1440    0.2330      220.20       46.50
  1170     2.91400    0.1270    0.2160      180.10      289.30
  1171     2.25900    0.1970    0.1460      232.80      281.20
  1172     2.65300    0.1030    0.2970       20.20      101.40
  1173     2.88300    0.2300    0.2800      172.00      259.00
  1174     2.24900    0.2810    0.0740      343.70      261.80
  1175     3.01900    0.0630    0.1700      174.30      241.30
  1176     3.05900    0.1330    0.0900      236.10      217.80
  1177     2.69900    0.0210    0.1300       48.30      211.30
  1178     2.88400    0.2230    0.1170       44.10      235.40
  1179     2.26300    0.2480    0.0340      315.90      341.60
  1180     2.53200    0.2440    0.1480       12.80       17.20
  1181     2.87200    0.0650    0.2410      212.80      321.30
  1182     3.02100    0.0700    0.1790       85.90       14.10
  1183     3.17500    0.1320    0.1000      251.90       89.10
  1184     3.01100    0.0690    0.1770      240.20      108.90
  1185     2.93000    0.1200    0.2040      329.50      132.40
  1186     3.13200    0.0770    0.2520       28.10      273.40
  1187     2.71100    0.0910    0.1890      303.40      284.60
  1188     2.57900    0.0940    0.2650       54.30      125.90
  1189     2.23200    0.1600    0.1280      245.40      127.30
  1190     2.35300    0.1690    0.0870      225.00      157.30
  1191     2.26300    0.1520    0.0430      140.10       58.10
  1192     2.21300    0.1380    0.0680       88.70       36.70
  1193     3.00500    0.0700    0.1770      121.40      115.70
  1194     1.92100    0.4480    0.2230      199.30      168.50
  1196     2.86900    0.0430    0.0370       90.20       14.70
  1197     2.30400    0.1680    0.1550       41.60      260.70
  1198     2.23300    0.1160    0.0490      129.90        0.90
  1199     2.58400    0.1400    0.1700      160.40       13.00
  1200     3.20100    0.1500    0.3070      294.70        1.50
  1201     2.76900    0.0760    0.0750      168.80      300.10
  1202     3.18000    0.1360    0.0300        5.20      249.40
  1203     2.57200    0.1510    0.1880       32.50      206.20
  1204     2.66900    0.1040    0.2110      208.30      337.00
  1205     3.18100    0.1590    0.2070      225.80      267.10
  1206     2.55500    0.0680    0.1150      230.80      288.80
  1207     3.01300    0.0550    0.1680       50.70      302.10
  1208     1.91000    0.0750    0.4350       49.60        6.80
  1209     2.43000    0.1830    0.2230        1.70       48.20
  1210     2.61200    0.0410    0.1550       12.50       54.60
  1211     2.66700    0.1590    0.2100      150.20       49.10
  1212     2.66400    0.2410    0.0140      117.10       34.70
  1213     2.86800    0.1330    0.1900      337.80      318.80
  1214     3.18500    0.0820    0.4200      286.60      322.60
  1215     2.73600    0.1570    0.1930       49.50      343.00
  1216     3.09900    0.0480    0.2480      240.40      248.60
  1217     2.34400    0.1380    0.1710      169.30      275.60
  1218     2.89300    0.0430    0.0420      349.70      175.30
  1219     2.62000    0.1930    0.3180      346.10      286.80
  1220     3.13800    0.1600    0.0310      283.20      205.80
  1221     2.72200    0.0280    0.1410      127.70       77.80
  1222     2.22400    0.1280    0.0990      134.00      256.90
  1223     2.55100    0.3080    0.3120      146.60      283.90
  1224     2.71700    0.1160    0.0930      352.00      148.70
  1225     2.69600    0.0950    0.5790      178.30      131.40
  1226     3.15300    0.1720    0.0230       37.60      340.70
  1227     3.13400    0.0700    0.1450      182.90      286.90
  1228     3.15300    0.1210    0.1690       10.30      245.00
  1229     3.90400    0.0240    0.0900      307.70      249.90
  1230     2.48800    0.1080    0.0800      210.20      224.60
  1231     3.18500    0.0090    0.1540      316.60      297.70
  1232     3.10000    0.1660    0.0240      216.00       55.20
  1233     2.61400    0.0170    0.1550      254.50      301.40
  1234     3.14500    0.2120    0.0290      170.50       48.00
  1235     3.00200    0.0330    0.2110      192.50      127.40
  1236     2.66500    0.0850    0.5080      102.10      163.40
  1237     2.86200    0.1620    0.4430      249.40      234.10
  1238     3.01200    0.0260    0.1840      114.40      311.40
  1239     3.36300    0.0380    0.3130      199.40      319.30
  1240     2.46500    0.1700    0.0820      279.00       12.80
  1241     2.23500    0.1550    0.0970        3.20      100.30
  1242     3.13500    0.0960    0.1040       44.40      132.50
  1243     2.78200    0.1280    0.1610      307.40      317.50
  1244     2.39400    0.1200    0.1100      341.90      291.50
  1245     2.22900    0.1480    0.0840      192.50      317.30
  1246     2.68000    0.1360    0.2250       30.20      192.90
  1247     3.17200    0.0710    0.3780      105.80      116.70
  1248     2.69900    0.2150    0.1450      286.80      248.30
  1249     2.40500    0.2110    0.1810      323.30       87.90
  1250     2.37000    0.1970    0.1150      260.00      329.30
  1251     3.41300    0.0180    0.1340       34.30      292.60
  1252     2.56000    0.1870    0.1470      271.20      215.10
  1253     3.11800    0.0800    0.3300       80.90      322.80
  1254     3.20200    0.1640    0.1500       31.30      162.90
  1255     2.64600    0.1500    0.2110       71.40      302.40
  1256     2.99300    0.0210    0.1150       74.10      312.00
  1257     3.02300    0.0740    0.1780      278.20      207.70
  1258     3.01200    0.0750    0.1800      140.40      209.90
  1259     2.88500    0.0280    0.1500      330.60      296.60
  1260     2.86000    0.0520    0.0370      270.30      226.80
  1261     2.36600    0.1200    0.1130       38.00      301.90
  1262     3.01200    0.0610    0.1710      309.50      222.30
  1263     2.54300    0.0890    0.0570      156.80      271.60
  1264     2.22700    0.2060    0.1180      334.60      239.90
  1265     2.68700    0.2150    0.1380       39.90       82.70
  1266     3.38800    0.1320    0.0560      122.40      210.10
  1267     2.41800    0.1590    0.0880      113.80      233.80
  1268     3.02100    0.0580    0.1760       94.40      294.90
  1269     3.12800    0.1050    0.1180      355.20      295.90
  1270     2.80300    0.1640    0.1390       75.80      173.70
  1271     2.78200    0.0380    0.1480      182.20       81.70
  1272     2.76700    0.1630    0.5790      136.70      174.40
  1273     3.12200    0.1620    0.0240       94.70       83.00
  1274     3.23000    0.1090    0.3320      180.90       72.20
  1275     3.19600    0.1250    0.3150      219.70       89.90
  1276     3.01400    0.1070    0.0260      203.00       37.30
  1277     3.14000    0.0890    0.2800       76.10      276.10
  1278     2.25100    0.1180    0.0820      103.70      236.00
  1279     2.90900    0.0490    0.1040      180.80      343.70
  1280     3.22700    0.1320    0.1940       86.00      211.10
  1281     2.39300    0.2360    0.4240      318.20      225.20
  1282     2.42600    0.0770    0.0650      153.40      250.60
  1284     2.65700    0.1610    0.2480       49.10      298.00
  1285     2.29500    0.1630    0.1070       63.40      266.10
  1286     3.21200    0.0820    0.1400      237.60      242.30
  1287     2.41100    0.2640    0.4350       31.30      245.50
  1289     2.30800    0.2170    0.4220      190.80      354.40
  1290     2.98700    0.2420    0.0760      207.00      268.70
  1291     2.98600    0.2210    0.3250      263.60       67.40
  1292     2.94100    0.1530    0.1830      290.50      315.30
  1293     2.42200    0.2380    0.4230      270.70      249.60
  1294     3.20400    0.1760    0.3300      185.70       47.80
  1295     2.18500    0.1360    0.0860      249.30      298.20
  1296     2.53800    0.2240    0.1270      349.70        7.90
  1297     2.66600    0.1600    0.2750       32.20      103.50
  1298     2.78100    0.1310    0.0910      315.00       50.00
  1299     3.49600    0.1090    0.1130       40.90      235.00
  1300     2.61700    0.1400    0.2410      284.30      136.00
  1301     3.17600    0.1110    0.2690      172.60      162.90
  1302     3.10400    0.1710    0.0360      291.10      137.20
  1303     3.06300    0.0940    0.0460      354.40      347.10
  1304     2.63300    0.1460    0.2380      105.70      118.00
  1305     2.91400    0.1010    0.1870      241.70      137.80
  1306     2.24200    0.1240    0.0480       19.50      187.40
  1307     2.85100    0.0470    0.0360      278.00       98.40
  1308     2.91100    0.0570    0.3010        4.20      163.80
  1309     2.26400    0.1260    0.0910       97.70      318.80
  1310     3.02100    0.0630    0.1710      126.30      289.90
  1311     3.18300    0.1670    0.0280      206.80      295.10
  1312     2.74200    0.0890    0.2110      228.90      109.70
  1313     2.28900    0.1790    0.3820      180.50      308.30
  1314     2.56800    0.1130    0.0970      256.70       32.30
  1315     2.24800    0.1630    0.0890      181.30       58.30
  1316     2.62700    0.1480    0.2470       67.20      169.60
  1317     2.57300    0.0720    0.2220      108.20      231.80
  1318     2.79100    0.1480    0.0960      118.10       85.30
  1319     3.01300    0.1590    0.2050      241.20      306.80
  1320     2.85800    0.0510    0.0390       23.90      160.40
  1321     3.19200    0.0570    0.1710       92.10        3.70
  1322     2.77800    0.0390    0.0680       68.70      203.00
  1323     3.01200    0.0730    0.1720      280.90      218.30
  1324     3.13400    0.2070    0.1120      266.20       16.60
  1325     1.85300    0.0700    0.4030      213.80      230.50
  1326     3.08300    0.0120    0.1200      349.60       65.80
  1327     3.19000    0.0940    0.2290       11.50       83.20
  1328     2.47500    0.1480    0.0370      298.10      355.20
  1329     3.12000    0.0410    0.1750       66.90       61.30
  1330     2.63300    0.1600    0.4290      263.50      332.30
  1332     2.90300    0.0470    0.0340      291.50      247.00
  1333     3.01200    0.0730    0.1830      253.30       60.80
  1334     2.24900    0.1410    0.1040      213.60      258.90
  1335     2.87500    0.1160    0.1670      290.90       18.20
  1336     2.34400    0.1520    0.3960      258.20      271.20
  1337     2.52300    0.0560    0.2530      222.50       14.90
  1338     3.10900    0.1620    0.2690      305.10      187.90
  1339     2.25100    0.1280    0.0910      297.90      299.30
  1340     3.20300    0.0850    0.2920      248.80      190.00
  1341     2.76700    0.1190    0.3040       80.60      325.90
  1342     2.25100    0.2240    0.1150        9.00      295.60
  1343     2.44800    0.0790    0.0900      111.00       46.40
  1344     2.22800    0.1650    0.0630      313.20      177.20
  1345     2.26000    0.1250    0.1180      197.00      226.30
  1346     2.37500    0.1620    0.0530      230.40       29.50
  1347     2.52800    0.1290    0.2700      180.20      172.10
  1348     3.14500    0.1280    0.1920      222.60      352.20
  1349     2.49100    0.1780    0.0870       26.20      338.00
  1350     2.22000    0.1470    0.0290      218.20      325.90
  1351     3.08300    0.1480    0.0230      355.10      276.80
  1352     2.67700    0.1600    0.2090       80.90      158.70
  1353     2.74100    0.0640    0.1040       17.10      119.00
  1354     2.36400    0.2280    0.2050      309.60      169.10
  1355     2.25800    0.1550    0.1090      325.10      210.30
  1356     3.01900    0.0710    0.1820      284.60       50.10
  1357     2.86600    0.0430    0.0370      167.30      206.80
  1359     2.54900    0.1940    0.1230      181.60      105.00
  1360     2.60800    0.1670    0.2250       49.20      351.60
  1361     2.43500    0.1300    0.0900      217.40       51.60
  1362     2.43900    0.0640    0.0500      263.20      197.60
  1363     3.20100    0.0280    0.1690      296.90      249.80
  1364     2.24800    0.1530    0.0810      246.90      349.40
  1365     2.68500    0.2490    0.0440      272.60       64.50
  1366     3.15900    0.0560    0.2270       12.90      295.70
  1367     2.21600    0.1360    0.1180       45.60      166.50
  1368     3.11400    0.1600    0.3080      315.90      216.10
  1369     2.22700    0.1100    0.1420      359.80      274.50
  1370     2.68400    0.1460    0.2640      261.20      267.30
  1371     2.71800    0.2720    0.1670      350.60      163.00
  1372     2.25200    0.1390    0.1330       70.80      308.20
  1373     2.69600    0.0810    0.2280       84.10      329.80
  1374     2.76300    0.2330    0.1380       20.10      273.30
  1375     3.11000    0.0560    0.1510       33.60      210.10
  1376     2.67600    0.0370    0.1160       50.10      186.90
  1377     3.02000    0.0730    0.1770       54.10      177.40
  1378     3.00300    0.0170    0.1610       29.00      284.30
  1379     2.21500    0.1380    0.0710      101.40       64.80
  1380     3.02200    0.0790    0.1780      143.10      186.60
  1381     2.78500    0.1930    0.1430      151.50      150.40
  1382     2.22400    0.1250    0.0640      188.50      317.40
  1383     3.01800    0.0790    0.1840       75.30      346.80
  1384     2.97300    0.0930    0.1250      236.40       97.10
  1385     2.24200    0.1470    0.1240      313.70      350.30
  1386     2.29300    0.1650    0.1140      100.50      218.10
  1387     2.74900    0.0480    0.0800      305.80      264.40
  1388     3.09300    0.1130    0.1610      198.30       38.20
  1389     2.24700    0.1300    0.0550       23.20      213.00
  1390     2.86000    0.0440    0.0370       26.10       40.10
  1391     3.18700    0.0250    0.1490      336.50       37.10
  1392     2.61200    0.1380    0.2290      168.10      191.60
  1393     2.58100    0.1620    0.1780      235.20      330.00
  1394     2.75000    0.1800    0.1520      304.20       74.40
  1395     2.81000    0.0790    0.2870       15.30      116.90
  1396     2.55000    0.2950    0.1390      342.90       46.20
  1397     2.55900    0.1750    0.0690      309.70      315.10
  1398     2.62000    0.1380    0.2290      334.70      118.50
  1399     2.38100    0.1810    0.1320      338.60      125.70
  1400     2.78600    0.1320    0.1640       71.60      318.00
  1401     3.01800    0.0590    0.1790      259.90      158.90
  1402     2.64800    0.2660    0.0870       41.40      139.60
  1403     3.14600    0.0760    0.2590      254.60      262.10
  1404     3.17300    0.1780    0.0610        5.90      258.80
  1405     3.15200    0.1620    0.0320       43.60       12.80
  1406     2.63200    0.1710    0.2730       19.80      258.10
  1407     2.87500    0.0450    0.0380      330.70      248.10
  1408     2.93800    0.0360    0.0360      300.20      209.90
  1409     3.15800    0.1000    0.3350      235.50      304.50
  1410     3.11400    0.1490    0.0210      356.00       79.70
  1411     2.24600    0.1360    0.0860      193.70        9.50
  1412     2.53600    0.0570    0.0760      135.40       25.00
  1413     2.37200    0.2140    0.0990      126.50       37.10
  1414     2.22300    0.1510    0.1100      218.70      116.00
  1415     2.61100    0.1790    0.0690       97.70       67.90
  1416     2.20300    0.1450    0.0950      200.60      180.80
  1417     3.11700    0.1790    0.2680      130.90       20.20
  1418     1.89700    0.0410    0.4160      229.50        1.40
  1419     2.36500    0.1770    0.0940      135.40      344.10
  1420     2.24700    0.1470    0.1320      204.50      132.60
  1421     3.19000    0.1790    0.2200      331.90      282.00
  1422     2.69500    0.1590    0.1330      222.10      294.80
  1423     2.62700    0.1520    0.2300      266.30      186.50
  1424     3.14800    0.1440    0.2780        9.70       40.10
  1425     2.54100    0.1890    0.1000       80.20       70.70
  1426     3.12700    0.0450    0.2450      119.00      106.20
  1427     3.14500    0.1340    0.0240      203.10      323.20
  1428     3.14700    0.1590    0.1530       51.60      324.50
  1429     3.00200    0.0750    0.1830      160.40       85.90
  1430     3.02400    0.2020    0.1750      207.60      170.90
  1431     2.37700    0.1710    0.2300      203.70      156.50
  1432     3.38600    0.1290    0.3920      309.60      327.70
  1433     2.19500    0.1330    0.1760      345.30      305.00
  1434     3.12400    0.0320    0.2340       74.50      194.10
  1435     3.16000    0.0420    0.0630      295.20      340.40
  1436     2.71600    0.0960    0.2530       79.50      319.70
  1437     2.23400    0.1550    0.0690       11.90       40.90
  1438     2.57400    0.1760    0.2570      348.80      222.50
  1439     2.73500    0.1540    0.6010       47.50      320.70
  1440     2.34900    0.1480    0.0870       53.30      209.00
  1441     2.28100    0.1440    0.1130      313.70      324.20
  1442     3.18700    0.2120    0.3320       75.90      322.40
  1443     2.46400    0.1260    0.1500      132.90      314.20
  1444     2.67600    0.1990    0.1350      105.00        9.80
  1445     2.20200    0.1650    0.0750      135.80       61.10
  1446     3.01700    0.0400    0.0710      255.50      337.50
  1447     2.87200    0.0490    0.0350      236.40       57.10
  1448     2.71800    0.2200    0.0670      166.10       65.20
  1449     2.73700    0.2130    0.3060      196.20       75.70
  1450     3.02600    0.0800    0.1750      326.60      295.30
  1451     2.19800    0.0720    0.0100      313.00      239.70
  1452     3.14300    0.1540    0.0230      195.20       97.80
  1453     3.03800    0.1280    0.1930      126.30      350.50
  1454     3.18900    0.1910    0.0360      172.50      188.50
  1455     2.35300    0.0910    0.1920      350.00      254.60
  1456     3.21600    0.1740    0.0850      122.10      307.80
  1457     2.17300    0.1560    0.1060      188.70      142.50
  1458     2.43000    0.1650    0.0550      327.20      314.60
  1459     2.19000    0.1000    0.0520       43.50      202.10
  1460     2.64000    0.1270    0.2280      264.50        8.40
  1461     2.20600    0.1250    0.0510      277.30      283.70
  1462     2.89500    0.0570    0.0380      301.40      288.30
  1463     3.10000    0.1530    0.2640      359.30      267.70
  1464     2.67100    0.1400    0.2360      301.00      241.30
  1465     2.24300    0.1700    0.1250       52.60       13.40
  1466     2.54700    0.2050    0.1260       34.10        6.60
  1467     2.73200    0.1060    0.0830      136.40      218.20
  1468     2.62700    0.1350    0.2300      141.00      313.70
  1469     2.39900    0.1960    0.1840      147.10       93.20
  1470     2.65900    0.1490    0.2720      218.60      251.50
  1471     2.56600    0.2440    0.2410      266.50      233.60
  1472     2.33100    0.1800    0.1830      342.90      288.90
  1473     2.76800    0.1540    0.5870      122.20       19.00
  1474     1.86600    0.0420    0.4170      208.70      284.10
  1475     2.67000    0.1820    0.2190      142.80      328.30
  1476     2.35800    0.1480    0.0570      174.10       80.70
  1477     2.19300    0.1590    0.0670      157.50      145.10
  1478     2.24100    0.1520    0.0750      321.00      155.90
  1479     2.56600    0.2120    0.1710       46.50       45.70
  1480     2.62000    0.2060    0.1490      211.30      130.00
  1481     2.71700    0.0500    0.0760      243.60       56.80
  1482     2.22600    0.1540    0.1120       85.60       21.70
  1483     3.13400    0.1950    0.2150      352.70       13.80
  1484     3.10800    0.0570    0.2830       28.00      255.90
  1485     2.85000    0.1120    0.2650       74.30        7.70
  1486     2.36800    0.0900    0.0800      115.70       55.90
  1487     2.24200    0.1470    0.0960      153.90      319.50
  1488     3.10700    0.0900    0.2260      346.50      343.90
  1489     2.69600    0.2270    0.1320       41.40      339.20
  1490     2.31500    0.1720    0.1200       63.00      329.40
  1491     2.22700    0.1440    0.0870      314.30        9.90
  1492     2.41500    0.1770    0.1430      188.30      142.90
  1493     2.24900    0.1550    0.0940       20.40      281.80
  1494     2.62800    0.1430    0.2340       77.80      280.40
  1495     3.00500    0.0630    0.1660      131.40      325.90
  1496     3.01300    0.0740    0.1770      170.50      162.90
  1497     2.73000    0.2530    0.1710      110.10       46.50
  1498     3.14800    0.1910    0.1290      286.70      265.50
  1499     2.20400    0.1510    0.0350       16.00      213.00
  1500     3.05000    0.2590    0.0910       19.10      248.50
  1501     2.36100    0.1730    0.1680      358.20      337.20
  1502     3.14700    0.1510    0.0210       33.30      188.60
  1503     2.85000    0.1310    0.2000       41.40      280.70
  1504     2.76900    0.1060    0.0890      188.70      348.70
  1505     3.09500    0.0740    0.0600       11.70      232.10
  1506     2.62800    0.2960    0.2150      305.30      282.90
  1507     2.37300    0.0960    0.0450       77.30       51.30
  1508     2.77100    0.2650    0.0460      145.30       34.20
  1509     3.17200    0.1130    0.2930      123.70      197.00
  1510     2.64500    0.2560    0.2260       94.30      294.00
  1511     2.78800    0.1010    0.2730      187.40      118.30
  1512     2.23100    0.1180    0.0860      114.20       87.40
  1513     2.54800    0.2650    0.1480       19.30       65.60
  1514     2.39500    0.0290    0.0520      326.10      113.80
  1515     3.01000    0.0700    0.1730       62.60        3.50
  1516     2.90700    0.1250    0.0370      146.10      118.30
  1517     2.62000    0.1500    0.2280      349.70      223.00
  1518     2.69000    0.2520    0.1310       41.40      344.80
  1519     3.42000    0.0580    0.2570      349.00       92.60
  1520     3.01000    0.0700    0.1830      349.30      349.70
  1521     3.21700    0.0390    0.1630      106.60      113.50
  1522     2.39000    0.1730    0.0690      178.60      313.80
  1523     2.68400    0.1840    0.1360       28.20      287.90
  1524     3.19100    0.1470    0.0930      254.50      240.80
  1525     2.22600    0.1160    0.0820      187.80      136.30
  1526     2.19100    0.1480    0.0960      160.20       53.10
  1527     3.16100    0.1660    0.2000       49.90      182.60
  1528     2.39300    0.2420    0.4350       18.60      267.00
  1530     3.21900    0.0840    0.2880      173.40       49.40
  1531     2.35200    0.1970    0.4300        0.60      143.10
  1532     3.15200    0.0800    0.1950      336.70      100.10
  1533     2.84400    0.0430    0.0360       94.90      223.70
  1534     3.14100    0.1120    0.2740       87.40      293.50
  1535     3.11100    0.1680    0.2290      359.20        1.90
  1536     2.37000    0.2120    0.4220       14.70      204.90
  1537     3.53700    0.0590    0.2720      169.80      249.70
  1538     2.37500    0.1960    0.4300      201.00      209.90
  1539     3.13500    0.1520    0.0220       58.70      234.40
  1540     2.23000    0.1410    0.0710       46.10      131.60
  1541     3.42400    0.1320    0.1630      117.70      196.30
  1543     3.16400    0.1530    0.0250      188.90      111.90
  1544     3.16200    0.1410    0.1890      215.30       96.70
  1545     2.37600    0.1950    0.4580      133.80      302.80
  1546     2.93200    0.1560    0.4870       47.30      149.80
  1547     2.42900    0.1440    0.0590      157.90      135.00
  1548     2.54700    0.1560    0.1460      108.90      351.80
  1549     3.03000    0.0490    0.1750      289.10       99.20
  1550     2.41700    0.0620    0.0770       35.90       91.40
  1551     2.23000    0.1340    0.0880      258.00      228.70
  1552     2.39300    0.1860    0.4130      335.50      173.00
  1553     2.76800    0.2890    0.2120      276.70      109.20
  1554     2.22500    0.2080    0.1570      296.80      122.90
  1555     2.26900    0.1550    0.1430      275.10       67.00
  1556     2.64200    0.0830    0.0550      296.00      118.60
  1557     2.89100    0.1120    0.2470       64.00      252.30
  1558     2.84500    0.0950    0.1980      190.60      163.30
  1559     2.33200    0.0970    0.1450      210.20      294.90
  1560     3.13500    0.1050    0.0950       48.40       33.70
  1561     1.84900    0.0270    0.3390      151.20       54.60
  1562     2.23400    0.1180    0.0740      246.30       75.20
  1563     2.24500    0.1540    0.0610      150.30       74.00
  1564     2.75500    0.0480    0.1340       38.80      135.20
  1565     3.02400    0.0660    0.1800      328.20      305.90
  1566     3.01400    0.0760    0.1820      116.80      181.10
  1567     2.69000    0.2830    0.1510      333.20      205.10
  1568     2.54600    0.2650    0.1460      356.00      122.90
  1569     2.21400    0.1190    0.0660      302.60      348.00
  1571     2.20200    0.1600    0.0380       26.20      339.30
  1572     3.18700    0.1280    0.0950      291.90      246.00
  1573     3.10200    0.1040    0.3130      186.60      316.30
  1574     2.73600    0.2490    0.1640       41.40      266.40
  1575     2.99600    0.1210    0.2400      169.90      167.80
  1576     3.11300    0.1580    0.0250       49.70      197.80
  1577     2.91100    0.0330    0.1350      158.40       42.50
  1578     3.20400    0.1560    0.2230      179.70      157.80
  1579     2.86900    0.0460    0.0360      223.90      107.00
  1580     2.24100    0.1510    0.0950       45.30       61.00
  1581     1.24400    0.3230    0.2820      252.60      336.30
  1582     2.23000    0.1230    0.0620       83.10      192.10
  1583     2.23400    0.1530    0.1130      238.60      357.10
  1584     3.13300    0.1550    0.0250       86.30      133.50
  1585     3.18000    0.1430    0.0210      159.20      170.80
  1586     3.18300    0.1840    0.3270      236.40      322.20
  1587     2.36400    0.2330    0.4460       77.90      283.70
  1588     1.86400    0.4240    0.1490      297.30      141.40
  1589     3.01400    0.1030    0.3390      140.10      186.50
  1590     2.23800    0.1620    0.1690      208.60      136.30
  1591     3.03000    0.1970    0.0730      155.30       44.50
  1592     2.23500    0.1520    0.1250      331.10       13.20
  1593     2.65600    0.1060    0.1090      319.30      210.40
  1594     3.16900    0.1850    0.0290      178.20      124.90
  1595     2.24600    0.1360    0.1200      261.70       92.30
  1596     2.85500    0.0450    0.0370      277.80      217.80
  1597     2.23500    0.1200    0.0820       70.50      176.50
  1598     3.07000    0.0750    0.2410      219.30       16.80
  1599     2.74900    0.1860    0.0220      273.20      261.50
  1600     2.57400    0.1370    0.1630       84.40      320.80
  1601     2.28900    0.2910    0.1230      350.80      347.70
  1602     3.01900    0.0730    0.1740      315.60      326.70
  1603     2.75100    0.0950    0.1980      143.30      335.00
